Wall time,Step,Value
1716851388.3915021,6948,102.23220825195312
1716851390.410066,8685,110.78241729736328
1716851404.4979792,19107,1602.093017578125
1716851413.4167485,26055,1198.174072265625
1716851415.3853292,27792,1138.8951416015625
1716851421.2265248,33003,972.077392578125
1716851423.179797,34740,930.0787353515625
1716851425.1309168,36477,888.482177734375
1716851429.0399857,39951,821.16650390625
1716851430.9835875,41688,789.8324584960938
1716851436.8318722,46899,712.6272583007812
1716851438.8236818,48636,694.6461181640625
1716851460.3190985,67743,579.9619750976562
1716851464.2371716,71217,587.6353149414062
1716851477.9494405,83376,608.6140747070312
1716851479.897445,85113,597.093994140625
1716851481.8473248,86850,586.4102172851562
1716851485.7443485,90324,570.445556640625
1716851491.566893,95535,559.517333984375
1716851497.4200885,100746,532.9435424804688
1716851503.2644005,105957,537.2826538085938
1716851505.2025113,107694,537.0968017578125
1716851507.1427467,109431,534.132080078125
1716851509.0897167,111168,525.9518432617188
1716851512.991849,114642,523.8776245117188
1716851514.9372826,116379,516.5321044921875
1716851516.8851857,118116,516.6419067382812
1716851518.8307953,119853,510.8710021972656
1716851522.7015622,123327,504.1712341308594
1716851524.6284518,125064,503.9345397949219
1716851536.194319,135486,482.903076171875
1716851540.0493562,138960,475.3048400878906
1716851545.8368514,144171,465.56256103515625
1716851551.59168,149382,474.9692687988281
1716851559.3024576,156330,477.5500183105469
1716851578.5522776,173700,443.8245544433594
1716851586.261692,180648,1016.82373046875
1716851592.03656,185859,922.3427734375
1716851593.9715288,187596,919.1555786132812
1716851597.83197,191070,849.6703491210938
1716851611.2854745,203229,882.0291748046875
1716851620.908479,211914,891.2552490234375
1716851628.7164023,218862,907.7665405273438
1716851630.6666796,220599,906.48046875
1716851634.5618503,224073,905.3157958984375
1716851638.4466681,227547,900.1141967773438
1716851650.129817,237969,905.0313110351562
1716851652.073883,239706,903.6651000976562
1716851665.7711606,251865,894.6620483398438
1716851669.6453483,255339,851.9036865234375
1716851671.585985,257076,852.130126953125
1716851677.4194145,262287,855.0814208984375
1716851691.01445,274446,841.8030395507812
1716851696.8566184,279657,862.9298095703125
1716851700.7407184,283131,860.1815185546875
1716851704.6153738,286605,896.458251953125
1716851716.3033175,297027,885.3320922851562
1716851718.2461615,298764,880.3341064453125
1716851720.2230055,300501,885.3828735351562
1716851729.963565,309186,887.0438232421875
1716851737.738349,316134,913.4000854492188
1716851743.5626104,321345,899.1703491210938
1716851745.5014281,323082,1067.2657470703125
1716851747.4449925,324819,1068.3843994140625
1716851755.2167559,331767,1079.0443115234375
1716851757.1617396,333504,1079.0157470703125
1716851759.101722,335241,1080.531494140625
1716851772.7306519,347400,532.3858032226562
1716851778.5862336,352611,610.3177490234375
1716851780.5341887,354348,629.63671875
1716851782.476096,356085,629.5729370117188
1716851784.415591,357822,632.6456909179688
1716851788.3031962,361296,654.8778076171875
1716851796.1304343,368244,648.765380859375
1716851800.005809,371718,652.1456298828125
1716851803.8845792,375192,630.4739379882812
1716851811.6436822,382140,633.5641479492188
1716851813.5950701,383877,726.738037109375
1716851815.5366726,385614,717.75732421875
1716851821.3643177,390825,732.5189819335938
1716851831.08221,399510,737.3552856445312
1716851850.5443666,416880,888.4714965820312
1716851854.455316,420354,927.2903442382812
1716851860.2947671,425565,985.8505249023438
1716851862.240263,427302,987.4176025390625
1716851864.1936846,429039,988.5640258789062
1716851879.7571988,442935,1099.4923095703125
1716851887.5538921,449883,1088.8740234375
1716851889.4962618,451620,1090.34912109375
1716851891.4486053,453357,1120.728271484375
1716851912.5998192,472464,1104.8548583984375
1716851918.3596203,477675,1121.7093505859375
1716851922.1988628,481149,1127.0811767578125
1716851926.0463934,484623,1127.1087646484375
1716851929.9831321,488097,1109.23486328125
1716851933.8363698,491571,1107.78662109375
1716851939.6212113,496782,970.8987426757812
1716851945.403524,501993,970.7261962890625
1716851949.2680027,505467,975.0572509765625
1716851958.9541497,514152,1024.8302001953125
1716851962.8751278,517626,1055.8101806640625
1716851964.7925055,519363,1041.7489013671875
1716851980.2100582,533259,1019.4267578125
1716851984.0801015,536733,1013.79443359375
1716851991.766348,543681,1379.7762451171875
1716851999.4600031,550629,1419.9273681640625
1716852003.3240292,554103,1417.370849609375
1716852005.2409363,555840,1331.0931396484375
1716852011.0288978,561051,1341.8031005859375
1716852039.8849726,587106,1206.682861328125
1716852041.8097246,588843,1206.792724609375
1716852051.4330354,597528,1122.96240234375
1716852055.2769704,601002,1122.2879638671875
