Wall time,Step,Value
1716866540.8498225,6948,75.04747772216797
1716866542.816295,8685,69.84701538085938
1716866554.6008391,19107,334.3963317871094
1716866562.455438,26055,267.6436767578125
1716866564.4160233,27792,263.4248962402344
1716866570.3194842,33003,315.74169921875
1716866572.2879882,34740,322.20867919921875
1716866574.2459953,36477,308.4477844238281
1716866578.1832178,39951,287.4964294433594
1716866580.152268,41688,289.8966369628906
1716866586.032705,46899,271.8982238769531
1716866587.988605,48636,263.41162109375
1716866609.5609863,67743,209.35797119140625
1716866613.4887977,71217,223.6900634765625
1716866627.2014925,83376,207.17495727539062
1716866629.162656,85113,251.23922729492188
1716866631.1304111,86850,258.258056640625
1716866635.049697,90324,355.24652099609375
1716866640.9391947,95535,374.6123046875
1716866646.8130105,100746,365.0160217285156
1716866652.7006805,105957,409.3266906738281
1716866654.6614838,107694,404.1883239746094
1716866656.6103265,109431,403.7059326171875
1716866658.5662794,111168,404.1348876953125
1716866662.4895787,114642,393.4261779785156
1716866664.444228,116379,388.01544189453125
1716866666.407303,118116,398.8429260253906
1716866668.3756175,119853,397.9669494628906
1716866672.2913296,123327,387.8096008300781
1716866674.246974,125064,382.69549560546875
1716866685.9894197,135486,373.78033447265625
1716866689.902601,138960,365.71356201171875
1716866695.7878168,144171,355.8453063964844
1716866701.6780849,149382,347.0972900390625
1716866709.5210273,156330,336.6463623046875
1716866729.119578,173700,318.67138671875
1716866736.9559233,180648,326.34539794921875
1716866742.8303206,185859,339.2802734375
1716866744.7906132,187596,339.6228332519531
1716866748.7131789,191070,308.9879150390625
1716866762.4309683,203229,325.9200439453125
1716866772.2289455,211914,306.5806579589844
1716866780.0702324,218862,319.7449035644531
1716866782.0333958,220599,319.6065673828125
1716866785.9647567,224073,340.0712890625
1716866789.894956,227547,336.83203125
1716866801.6563654,237969,365.79644775390625
1716866803.6122482,239706,368.37799072265625
1716866817.3159292,251865,372.3592529296875
1716866821.2375138,255339,370.9683837890625
1716866823.1868114,257076,348.91021728515625
1716866829.067986,262287,292.6202697753906
1716866842.7605662,274446,282.413330078125
1716866848.6361494,279657,258.2033996582031
1716866852.542241,283131,260.61962890625
1716866856.4513507,286605,270.1272888183594
1716866868.2016273,297027,292.16259765625
1716866870.1660001,298764,291.54986572265625
1716866872.1199474,300501,288.62017822265625
1716866881.9296813,309186,281.7726745605469
1716866889.7714233,316134,282.83050537109375
1716866895.6408277,321345,281.6802062988281
1716866897.5984411,323082,285.5751953125
1716866899.5571525,324819,283.5697937011719
1716866907.3815074,331767,280.58648681640625
1716866909.332196,333504,304.0340881347656
1716866911.2889805,335241,304.5888366699219
1716866924.9890516,347400,300.2730407714844
1716866930.853496,352611,301.94696044921875
1716866932.8023937,354348,303.82220458984375
1716866934.758698,356085,291.7962646484375
1716866936.7104404,357822,293.7146911621094
1716866940.6176462,361296,294.081787109375
1716866948.4555774,368244,293.69512939453125
1716866952.3682542,371718,285.2745056152344
1716866956.2857063,375192,275.0582580566406
1716866964.10935,382140,275.7911376953125
1716866966.06886,383877,323.27252197265625
1716866968.0205505,385614,306.7798767089844
1716866973.8922565,390825,321.1627197265625
1716866983.6842988,399510,302.4700622558594
1716867003.2340646,416880,268.85028076171875
1716867007.1358552,420354,269.4620666503906
1716867012.997087,425565,542.7378540039062
1716867014.9529355,427302,542.8575439453125
1716867016.9049282,429039,542.7513427734375
1716867032.5468912,442935,532.9523315429688
1716867040.3937967,449883,523.2518920898438
1716867042.3432188,451620,522.8795166015625
1716867044.3001027,453357,513.3363647460938
1716867065.8045812,472464,490.3300476074219
1716867071.6847954,477675,488.6974792480469
1716867075.6011255,481149,490.0970458984375
1716867079.526029,484623,488.33404541015625
1716867083.431137,488097,488.8271484375
1716867087.3494997,491571,490.3774108886719
1716867093.19537,496782,494.2058410644531
1716867099.0638616,501993,498.58740234375
1716867102.9725823,505467,473.67626953125
1716867112.7675252,514152,475.4624328613281
1716867116.6847243,517626,476.198486328125
1716867118.6353598,519363,476.8030090332031
1716867134.2846136,533259,465.9697570800781
1716867138.1897762,536733,465.3501892089844
1716867146.013575,543681,471.5734558105469
1716867153.8358893,550629,518.8912353515625
1716867157.7499092,554103,529.0134887695312
1716867159.7092445,555840,485.4940185546875
1716867165.567427,561051,470.2106628417969
1716867194.9110267,587106,465.63946533203125
1716867196.8688812,588843,463.5117492675781
1716867206.6301737,597528,188.6569061279297
1716867210.5278049,601002,186.77713012695312
1716867212.47399,602739,186.2971954345703
1716867224.196865,613161,188.81771850585938
1716867228.0981128,616635,186.85458374023438
1716867235.9154751,623583,191.39556884765625
1716867243.723242,630531,195.02386474609375
1716867245.6725626,632268,198.1079864501953
1716867247.6228585,634005,196.22964477539062
1716867249.5713422,635742,191.1719207763672
1716867251.5259159,637479,188.02023315429688
1716867253.4835105,639216,188.85733032226562
1716867275.007246,658323,184.53341674804688
1716867290.637685,672219,187.37156677246094
1716867298.4564838,679167,184.14793395996094
1716867302.3738606,682641,184.07369995117188
1716867306.2817657,686115,183.85679626464844
1716867312.1477973,691326,182.10787963867188
1716867321.935582,700011,192.4020538330078
1716867325.8530402,703485,192.6578826904297
1716867335.6485324,712170,205.2450408935547
1716867343.4589653,719118,163.57327270507812
1716867345.4139264,720855,165.15762329101562
1716867347.3721201,722592,166.2609405517578
1716867359.1140711,733014,179.96144104003906
1716867361.0769494,734751,178.91891479492188
1716867366.9513643,739962,177.7769317626953
1716867368.9046435,741699,218.6897430419922
1716867376.7267852,748647,233.8423309326172
1716867386.5033896,757332,240.6275177001953
1716867388.4605112,759069,240.97703552246094
1716867390.4112663,760806,242.7082061767578
1716867394.3212423,764280,244.1805419921875
1716867398.2326727,767754,243.0716094970703
1716867402.1529152,771228,243.64292907714844
1716867404.1065733,772965,244.77069091796875
1716867408.023608,776439,246.8350830078125
1716867415.8430154,783387,253.63182067871094
1716867419.750395,786861,255.51065063476562
1716867427.5571406,793809,256.55859375
1716867435.3696663,800757,247.6374053955078
1716867437.3290758,802494,255.68450927734375
1716867445.152575,809442,290.0354919433594
1716867447.1065245,811179,290.0752868652344
1716867451.0184207,814653,292.1465759277344
1716867454.9172862,818127,294.44036865234375
1716867462.725763,825075,300.3203125
1716867464.6856308,826812,301.4167785644531
1716867474.6253226,835497,305.6842346191406
1716867476.60516,837234,306.2085876464844
1716867482.5411534,842445,298.8708801269531
1716867488.4539735,847656,298.7977294921875
1716867490.4113305,849393,296.9955749511719
1716867492.375375,851130,298.661865234375
1716867496.2947428,854604,300.4540100097656
1716867502.1845827,859815,321.0993957519531
1716867510.0298777,866763,323.74334716796875
1716867517.8360646,873711,314.1319274902344
1716867519.7907643,875448,318.9239196777344
1716867531.5230143,885870,325.8752136230469
1716867533.478181,887607,323.43865966796875
1716867535.4434962,889344,322.0003967285156
1716867537.396757,891081,324.28948974609375
1716867539.3528888,892818,322.1947937011719
1716867541.3128228,894555,318.14404296875
1716867547.1869385,899766,325.7988586425781
1716867549.1449986,901503,324.311279296875
1716867551.0958815,903240,323.94720458984375
1716867578.463641,927558,281.5160217285156
1716867580.4170187,929295,281.7095947265625
1716867584.3334537,932769,279.6656188964844
1716867586.284824,934506,279.1569519042969
1716867588.2390025,936243,281.0474548339844
1716867592.150084,939717,284.99041748046875
1716867596.068839,943191,285.0366516113281
1716867599.9652808,946665,284.4644470214844
1716867603.8908124,950139,287.86419677734375
1716867605.8465972,951876,286.3092041015625
1716867611.7204027,957087,277.9930114746094
1716867615.639934,960561,282.225341796875
1716867621.4978342,965772,285.4370422363281
1716867623.4498215,967509,288.0718078613281
1716867635.194114,977931,300.1666564941406
1716867637.1498027,979668,308.72344970703125
1716867639.105505,981405,302.56097412109375
1716867646.929424,988353,300.6756896972656
1716867652.7980058,993564,297.09228515625
1716867656.7007222,997038,298.23297119140625
1716867662.5509734,1002249,293.7467956542969
1716867670.3544137,1009197,297.7597961425781
1716867678.1946335,1016145,326.5322265625
1716867680.1538453,1017882,326.0881652832031
1716867686.03392,1023093,326.66046142578125
1716867689.9449117,1026567,323.9443664550781
1716867691.9071636,1028304,307.12860107421875
1716867697.7605097,1033515,302.019775390625
1716867701.6729167,1036989,304.88427734375
1716867705.5922027,1040463,304.21881103515625
1716867707.5440152,1042200,305.84686279296875
1716867713.4094148,1047411,322.41143798828125
1716867715.3617344,1049148,317.6236572265625
1716867725.1367931,1057833,307.1495666503906
1716867734.910288,1066518,303.4231872558594
1716867736.8626652,1068255,307.88433837890625
1716867740.7717187,1071729,295.6678771972656
1716867748.5889888,1078677,294.0171203613281
1716867752.4919193,1082151,293.9500732421875
1716867754.4524853,1083888,301.87164306640625
1716867760.3394706,1089099,297.4378662109375
1716867764.2599235,1092573,289.2639465332031
1716867766.2152956,1094310,298.9338684082031
1716867774.043249,1101258,316.6427917480469
1716867781.8549836,1108206,318.4540100097656
1716867787.7199266,1113417,325.08905029296875
1716867789.680277,1115154,335.6225280761719
1716867791.6371546,1116891,333.55206298828125
1716867793.5991066,1118628,333.9610595703125
1716867795.5636082,1120365,339.2898254394531
1716867805.3673966,1129050,335.5992126464844
1716867809.2913432,1132524,332.2438049316406
1716867811.24817,1134261,331.2850341796875
1716867815.1562324,1137735,338.66302490234375
1716867817.111006,1139472,337.7519226074219
1716867822.9687257,1144683,326.4151916503906
1716867826.8812141,1148157,329.7259521484375
1716867840.5595407,1160316,305.9359436035156
1716867846.4231493,1165527,324.80426025390625
1716867856.2003818,1174212,342.629150390625
1716867858.1526632,1175949,341.2985534667969
1716867865.9696515,1182897,342.987060546875
1716867873.7943254,1189845,354.66900634765625
1716867879.6748304,1195056,350.9244689941406
1716867889.4613543,1203741,353.490234375
1716867893.3642306,1207215,359.55841064453125
1716867897.2718356,1210689,393.95587158203125
1716867899.223636,1212426,394.7010192871094
1716867903.1289794,1215900,396.21002197265625
1716867908.9812522,1221111,393.2474670410156
1716867914.8333876,1226322,391.75823974609375
1716867924.6011622,1235007,405.83135986328125
1716867934.3609805,1243692,396.3825988769531
1716867938.2552226,1247166,395.60711669921875
1716867944.1127527,1252377,398.581787109375
1716867946.0630546,1254114,394.3282775878906
1716867949.973239,1257588,387.9274597167969
1716867953.8854687,1261062,382.71014404296875
1716867955.8333945,1262799,383.0810852050781
1716867959.744478,1266273,384.5462646484375
1716867961.7003157,1268010,372.6117248535156
1716867965.6004846,1271484,350.3020935058594
1716867967.5545259,1273221,350.9172668457031
1716867969.5081558,1274958,349.1712951660156
1716867979.2543824,1283643,348.63604736328125
1716867987.0727055,1290591,332.44537353515625
1716867990.9730017,1294065,323.13079833984375
1716868014.4309757,1314909,322.3917541503906
1716868018.335009,1318383,323.6744689941406
1716868030.0646114,1328805,301.3568115234375
1716868032.0288877,1330542,351.8150634765625
1716868037.8931096,1335753,356.4578857421875
1716868039.8442175,1337490,359.9846496582031
1716868045.716243,1342701,354.83203125
1716868051.5825202,1347912,359.5000915527344
1716868053.53579,1349649,357.37286376953125
1716868057.4414713,1353123,372.1385803222656
1716868059.3946626,1354860,372.5685729980469
1716868061.3459952,1356597,380.0472106933594
1716868063.3013802,1358334,349.6258239746094
1716868065.2552958,1360071,348.90625
1716868076.9754972,1370493,358.3596496582031
1716868082.8576376,1375704,376.3739013671875
1716868108.2991247,1398285,475.90521240234375
1716868110.2572353,1400022,475.7740478515625
1716868112.2155316,1401759,470.96099853515625
1716868114.1682153,1403496,473.0556640625
1716868120.0278468,1408707,483.3336486816406
1716868135.67753,1422603,572.9135131835938
1716868137.6316001,1424340,574.3489379882812
1716868153.2756717,1438236,592.8436889648438
1716868155.22633,1439973,592.5604248046875
1716868163.040519,1446921,650.9031982421875
1716868164.9933941,1448658,655.6140747070312
1716868168.8906283,1452132,661.4838256835938
1716868170.8448887,1453869,664.2393798828125
1716868176.7101295,1459080,667.4375610351562
1716868178.6683047,1460817,720.2514038085938
1716868184.5284696,1466028,724.6192016601562
1716868188.428194,1469502,761.7673950195312
1716868198.1917658,1478187,799.418701171875
1716868200.1487,1479924,795.2333374023438
1716868206.01093,1485135,802.9498291015625
1716868211.8670392,1490346,850.0306396484375
1716868217.726334,1495557,894.3759765625
1716868221.6337574,1499031,961.2368774414062
1716868227.5078409,1504242,1172.1361083984375
1716868229.4552307,1505979,1184.858642578125
1716868237.2704554,1512927,1342.5478515625
1716868239.2219474,1514664,1340.66455078125
1716868264.650669,1537245,1413.414306640625
1716868268.5666506,1540719,1459.9290771484375
1716868276.3820736,1547667,1492.991943359375
1716868280.2971065,1551141,1430.16796875
1716868286.161871,1556352,1477.3543701171875
1716868290.0778742,1559826,1489.449462890625
1716868292.0359857,1561563,1500.023193359375
1716868297.8921134,1566774,1441.53515625
1716868299.8425632,1568511,1434.0531005859375
1716868309.6254292,1577196,1484.9324951171875
1716868311.576965,1578933,1496.732666015625
1716868315.5010998,1582407,1617.9287109375
1716868317.4525259,1584144,1570.54052734375
1716868323.31558,1589355,1835.173828125
1716868331.143465,1596303,1946.8885498046875
1716868333.1079102,1598040,1960.1619873046875
1716868337.0212648,1601514,2045.37255859375
1716868350.7051587,1613673,2835.87744140625
1716868354.611326,1617147,2822.288818359375
1716868356.5640304,1618884,2852.541748046875
1716868358.518547,1620621,3224.55517578125
1716868372.1983626,1632780,3381.594482421875
1716868378.0663102,1637991,3440.30029296875
1716868383.9308581,1643202,3453.431884765625
1716868391.777791,1650150,3601.564697265625
1716868397.626412,1655361,3745.810791015625
1716868403.485632,1660572,3810.597412109375
1716868413.2553873,1669257,3787.314208984375
1716868419.1228347,1674468,3621.482666015625
1716868423.0384343,1677942,3528.700927734375
1716868426.9665194,1681416,3428.470947265625
1716868428.9254158,1683153,3776.459716796875
1716868448.487033,1700523,4099.63916015625
1716868450.445158,1702260,4705.90625
1716868456.311427,1707471,4813.83447265625
1716868464.1411445,1714419,4821.3798828125
1716868471.9735005,1721367,5153.51806640625
1716868475.8818924,1724841,5201.947265625
1716868479.7984242,1728315,5480.74755859375
1716868483.710523,1731789,5475.54443359375
1716868487.6188774,1735263,5597.4521484375
1716868489.5681682,1737000,5597.60302734375
1716868495.4339151,1742211,5610.25341796875
1716868497.3895285,1743948,5591.8896484375
1716868499.3435352,1745685,5589.94970703125
1716868503.25827,1749159,5658.4716796875
1716868513.0303485,1757844,5631.9794921875
1716868516.9350457,1761318,5381.8583984375
1716868520.8517597,1764792,5321.03173828125
1716868534.5349693,1776951,4934.38525390625
1716868542.3537526,1783899,4529.05078125
1716868546.2623177,1787373,4538.77783203125
1716868559.9536853,1799532,4286.68505859375
1716868561.915912,1801269,4228.4814453125
1716868563.8654392,1803006,4224.060546875
1716868565.8171217,1804743,4210.64697265625
1716868567.7734163,1806480,4212.056640625
1716868575.5844646,1813428,4150.9794921875
1716868581.455724,1818639,4112.87646484375
1716868601.0399528,1836009,3778.764404296875
1716868605.0030732,1839483,3736.768798828125
1716868608.9673636,1842957,3715.106201171875
1716868612.934622,1846431,3737.757568359375
1716868618.8865948,1851642,3762.0654296875
1716868622.8404322,1855116,3473.701416015625
1716868626.7976496,1858590,3412.502197265625
1716868628.7633548,1860327,3416.379150390625
1716868630.7385044,1862064,3384.41162109375
1716868632.7237022,1863801,3220.741455078125
1716868634.7060277,1865538,3222.097412109375
1716868636.689304,1867275,3115.006591796875
1716868642.6016564,1872486,3102.929931640625
1716868648.5203502,1877697,2419.87109375
1716868658.3943346,1886382,2360.251708984375
1716868660.3752527,1888119,2426.34423828125
1716868662.3476079,1889856,2451.602783203125
1716868670.2780669,1896804,2150.513671875
1716868684.111861,1908963,1837.1151123046875
1716868688.070674,1912437,1882.0394287109375
1716868692.0170882,1915911,1881.9024658203125
1716868693.990649,1917648,1880.826171875
1716868695.9650908,1919385,1948.5565185546875
1716868701.884949,1924596,1861.599365234375
1716868705.8350203,1928070,1777.2353515625
1716868709.7922227,1931544,1839.320068359375
1716868711.7591355,1933281,1891.562255859375
1716868715.7063653,1936755,1971.3240966796875
1716868725.6055393,1945440,2007.4775390625
1716868729.560886,1948914,2024.782470703125
1716868731.5295787,1950651,2027.974609375
1716868737.4765143,1955862,2138.87890625
1716868739.4518318,1957599,2084.03515625
1716868743.4022233,1961073,2064.447021484375
1716868745.3792164,1962810,2061.635009765625
1716868751.3080223,1968021,1916.5430908203125
1716868755.2676637,1971495,1949.980224609375
1716868759.2220507,1974969,1956.1265869140625
1716868765.151598,1980180,1985.20068359375
1716868778.9793682,1992339,1952.8492431640625
1716868786.8721254,1999287,2117.095458984375
1716868788.842386,2001024,2157.868896484375
1716868790.8120036,2002761,2157.74560546875
1716868806.6300619,2016657,2251.354248046875
1716868810.5832794,2020131,2672.79443359375
1716868814.538843,2023605,2674.466064453125
1716868820.4729424,2028816,2733.689697265625
1716868832.3380957,2039238,2735.075927734375
1716868834.3080232,2040975,2745.873046875
1716868838.261757,2044449,2805.5390625
1716868840.246474,2046186,2799.219482421875
1716868842.224131,2047923,2816.524169921875
1716868850.1088982,2054871,2937.801025390625
1716868854.0475104,2058345,2986.359375
1716868857.9955845,2061819,2928.09716796875
1716868863.886545,2067030,2953.3134765625
1716868865.8472292,2068767,2940.3779296875
1716868871.7194493,2073978,2921.847900390625
1716868873.6680768,2075715,2923.4970703125
1716868879.5397377,2080926,2776.869140625
1716868895.1953907,2094822,3086.573974609375
1716868897.160261,2096559,3143.47607421875
1716868899.116174,2098296,3138.310546875
1716868912.7977796,2110455,2877.52685546875
1716868920.6138206,2117403,2845.268798828125
1716868930.3882842,2126088,2785.0966796875
1716868934.2981129,2129562,2755.716064453125
1716868942.1116219,2136510,2686.801513671875
1716868947.9981163,2141721,2643.87548828125
1716868959.7412672,2152143,2617.72412109375
1716868971.4612627,2162565,2568.7783203125
1716868975.3735864,2166039,2535.287353515625
1716868981.2443397,2171250,2440.635498046875
1716868983.2131684,2172987,2393.69189453125
1716868985.1702116,2174724,2390.09375
1716868987.1306386,2176461,2392.544677734375
1716868991.0397527,2179935,2365.5908203125
